Country,Admin 1,Market,Commodity,Price Type,Year,Month,Price,Unit,Currency,Data Source
"Kenya","Central","Karatina (Nyeri)","Beans (kidney)","Wholesale",2021,03,,90 KG,KES,""
"Kenya","Central","Karatina (Nyeri)","Beans (kidney)","Wholesale",2021,04,,90 KG,KES,""
"Kenya","Central","Karatina (Nyeri)","Beans (kidney)","Wholesale",2021,05,,90 KG,KES,""
"Kenya","Central","Karatina (Nyeri)","Beans (kidney)","Wholesale",2021,06,,90 KG,KES,""
"Kenya","Central","Karatina (Nyeri)","Beans (kidney)","Wholesale",2021,07,7002,90 KG,KES,"MOA"
"Kenya","Central","Karatina (Nyeri)","Beans (kidney)","Wholesale",2021,08,,90 KG,KES,""
"Kenya","Central","Karatina (Nyeri)","Beans (kidney)","Wholesale",2021,09,6201,90 KG,KES,"State Department of Agriculture"
"Kenya","Central","Karatina (Nyeri)","Cabbage","Wholesale",2021,01,1890,126 KG,KES,"MOA"
"Kenya","Central","Karatina (Nyeri)","Cabbage","Wholesale",2021,02,1339,126 KG,KES,"MOA"
"Kenya","Central","Karatina (Nyeri)","Cabbage","Wholesale",2021,03,1260,126 KG,KES,"MOA"
"Kenya","Central","Karatina (Nyeri)","Cabbage","Wholesale",2021,04,2205,126 KG,KES,"MOA"
"Kenya","Central","Karatina (Nyeri)","Cabbage","Wholesale",2021,05,2520,126 KG,KES,"MOA"
"Kenya","Central","Karatina (Nyeri)","Cabbage","Wholesale",2021,06,1890,126 KG,KES,"MOA"
"Kenya","Central","Karatina (Nyeri)","Cabbage","Wholesale",2021,07,2205,126 KG,KES,"MOA"
"Kenya","Central","Karatina (Nyeri)","Cabbage","Wholesale",2021,08,,126 KG,KES,""
"Kenya","Central","Karatina (Nyeri)","Cabbage","Wholesale",2021,09,1046,126 KG,KES,"State Department of Agriculture"
"Kenya","Central","Karatina (Nyeri)","Cabbage","Wholesale",2021,10,1487,126 KG,KES,"State Department of Agriculture"
"Kenya","Central","Karatina (Nyeri)","Cabbage","Wholesale",2021,11,1058.4,126 KG,KES,"State Department of Agriculture"
"Kenya","Central","Karatina (Nyeri)","Cabbage","Wholesale",2021,12,1050,126 KG,KES,"State Department of Agriculture"
"Kenya","Central","Karatina (Nyeri)","Cabbage","Wholesale",2022,01,1027,126 KG,KES,"State Department of Agriculture"
"Kenya","Central","Karatina (Nyeri)","Cabbage","Wholesale",2022,02,1275.75,126 KG,KES,"State Department of Agriculture"
"Kenya","Central","Karatina (Nyeri)","Cabbage","Wholesale",2022,03,1638,126 KG,KES,"State Department of Agriculture"
"Kenya","Central","Karatina (Nyeri)","Cabbage","Wholesale",2022,04,,126 KG,KES,""
"Kenya","Central","Karatina (Nyeri)","Cabbage","Wholesale",2022,05,1833.3,126 KG,KES,"State Department of Agriculture"
"Kenya","Central","Karatina (Nyeri)","Cowpeas","Wholesale",2021,02,5802,90 KG,KES,"MOA"
"Kenya","Central","Karatina (Nyeri)","Cowpeas","Wholesale",2021,03,,90 KG,KES,""
"Kenya","Central","Karatina (Nyeri)","Cowpeas","Wholesale",2021,04,,90 KG,KES,""
"Kenya","Central","Karatina (Nyeri)","Cowpeas","Wholesale",2021,05,7497,90 KG,KES,"MOA"
"Kenya","Central","Karatina (Nyeri)","Cowpeas","Wholesale",2021,06,,90 KG,KES,""
"Kenya","Central","Karatina (Nyeri)","Cowpeas","Wholesale",2021,07,,90 KG,KES,""
"Kenya","Central","Karatina (Nyeri)","Cowpeas","Wholesale",2021,08,,90 KG,KES,""
"Kenya","Central","Karatina (Nyeri)","Cowpeas","Wholesale",2021,09,,90 KG,KES,""
"Kenya","Central","Karatina (Nyeri)","Cowpeas","Wholesale",2021,10,,90 KG,KES,""
"Kenya","Central","Karatina (Nyeri)","Cowpeas","Wholesale",2021,11,,90 KG,KES,""
"Kenya","Central","Karatina (Nyeri)","Cowpeas","Wholesale",2021,12,7002,90 KG,KES,"State Department of Agriculture"
"Kenya","Central","Karatina (Nyeri)","Cowpeas","Wholesale",2022,01,,90 KG,KES,""
"Kenya","Central","Karatina (Nyeri)","Cowpeas","Wholesale",2022,02,7704,90 KG,KES,"State Department of Agriculture"
"Kenya","Central","Karatina (Nyeri)","Sorghum (red)","Wholesale",2021,02,3600,90 KG,KES,"MOA"
"Kenya","Central","Karatina (Nyeri)","Sorghum (red)","Wholesale",2021,03,3798,90 KG,KES,"MOA"
"Kenya","Central","Karatina (Nyeri)","Sorghum (red)","Wholesale",2021,04,,90 KG,KES,""
"Kenya","Central","Karatina (Nyeri)","Sorghum (red)","Wholesale",2021,05,3749,90 KG,KES,"MOA"
"Kenya","Central","Karatina (Nyeri)","Sorghum (red)","Wholesale",2021,06,3996,90 KG,KES,"MOA"
"Kenya","Central","Karatina (Nyeri)","Sorghum (red)","Wholesale",2021,07,,90 KG,KES,""
"Kenya","Central","Karatina (Nyeri)","Sorghum (red)","Wholesale",2021,08,,90 KG,KES,""
"Kenya","Central","Karatina (Nyeri)","Sorghum (red)","Wholesale",2021,09,,90 KG,KES,""
"Kenya","Central","Karatina (Nyeri)","Sorghum (red)","Wholesale",2021,10,,90 KG,KES,""
"Kenya","Central","Karatina (Nyeri)","Sorghum (red)","Wholesale",2021,11,5400,90 KG,KES,"State Department of Agriculture"
"Kenya","Central","Karatina (Nyeri)","Millet (finger)","Wholesale",2021,03,5004,90 KG,KES,"MOA"
"Kenya","Central","Karatina (Nyeri)","Millet (finger)","Wholesale",2021,04,,90 KG,KES,""
"Kenya","Central","Karatina (Nyeri)","Millet (finger)","Wholesale",2021,05,,90 KG,KES,""
"Kenya","Central","Karatina (Nyeri)","Millet (finger)","Wholesale",2021,06,,90 KG,KES,""
"Kenya","Central","Karatina (Nyeri)","Millet (finger)","Wholesale",2021,07,,90 KG,KES,""
"Kenya","Central","Karatina (Nyeri)","Millet (finger)","Wholesale",2021,08,,90 KG,KES,""
"Kenya","Central","Karatina (Nyeri)","Millet (finger)","Wholesale",2021,09,,90 KG,KES,""
"Kenya","Central","Karatina (Nyeri)","Millet (finger)","Wholesale",2021,10,,90 KG,KES,""
"Kenya","Central","Karatina (Nyeri)","Millet (finger)","Wholesale",2021,11,8100,90 KG,KES,"State Department of Agriculture"
"Kenya","Central","Karatina (Nyeri)","Beans (mung)","Wholesale",2021,02,9000,90 KG,KES,"MOA"
"Kenya","Central","Karatina (Nyeri)","Beans (mung)","Wholesale",2021,03,9999,90 KG,KES,"MOA"
"Kenya","Central","Karatina (Nyeri)","Beans (mung)","Wholesale",2021,04,,90 KG,KES,""
"Kenya","Central","Karatina (Nyeri)","Beans (mung)","Wholesale",2021,05,,90 KG,KES,""
"Kenya","Central","Karatina (Nyeri)","Beans (mung)","Wholesale",2021,06,11997,90 KG,KES,"MOA"
"Kenya","Central","Karatina (Nyeri)","Beans (mung)","Wholesale",2021,07,9999,90 KG,KES,"MOA"
"Kenya","Central","Karatina (Nyeri)","Beans (mung)","Wholesale",2021,08,,90 KG,KES,""
"Kenya","Central","Karatina (Nyeri)","Beans (mung)","Wholesale",2021,09,11997,90 KG,KES,"State Department of Agriculture"
"Kenya","Central","Karatina (Nyeri)","Spinach","Wholesale",2021,01,15,KG,KES,"MOA"
"Kenya","Central","Karatina (Nyeri)","Spinach","Wholesale",2021,02,,KG,KES,""
"Kenya","Central","Karatina (Nyeri)","Spinach","Wholesale",2021,03,18,KG,KES,"MOA"
"Kenya","Central","Karatina (Nyeri)","Spinach","Wholesale",2021,04,,KG,KES,""
"Kenya","Central","Karatina (Nyeri)","Spinach","Wholesale",2021,05,26,KG,KES,"MOA"
"Kenya","Central","Karatina (Nyeri)","Spinach","Wholesale",2021,06,28,KG,KES,"MOA"
"Kenya","Central","Karatina (Nyeri)","Spinach","Wholesale",2021,07,30,KG,KES,"MOA"
"Kenya","Central","Karatina (Nyeri)","Maize (white dry) ","Wholesale",2021,03,2601,90 KG,KES,"MOA"
"Kenya","Central","Karatina (Nyeri)","Maize (white dry) ","Wholesale",2021,04,,90 KG,KES,""
"Kenya","Central","Karatina (Nyeri)","Maize (white dry) ","Wholesale",2021,05,2997,90 KG,KES,"MOA"
"Kenya","Central","Karatina (Nyeri)","Maize (white dry) ","Wholesale",2021,06,2799,90 KG,KES,"MOA"
"Kenya","Central","Karatina (Nyeri)","Maize (white dry) ","Wholesale",2021,07,2799,90 KG,KES,"MOA"
"Kenya","Central","Karatina (Nyeri)","Maize (white dry) ","Wholesale",2021,08,,90 KG,KES,""
"Kenya","Central","Karatina (Nyeri)","Maize (white dry) ","Wholesale",2021,09,2799,90 KG,KES,"State Department of Agriculture"
"Kenya","Central","Karatina (Nyeri)","Maize (white dry) ","Wholesale",2021,10,,90 KG,KES,""
"Kenya","Central","Karatina (Nyeri)","Maize (white dry) ","Wholesale",2021,11,3204,90 KG,KES,"State Department of Agriculture"
"Kenya","Central","Karatina (Nyeri)","Maize (white dry) ","Wholesale",2021,12,3303,90 KG,KES,"State Department of Agriculture"
"Kenya","Central","Karatina (Nyeri)","Maize (white dry) ","Wholesale",2022,01,3501,90 KG,KES,"State Department of Agriculture"
"Kenya","Central","Karatina (Nyeri)","Maize (white dry) ","Wholesale",2022,02,3352.5,90 KG,KES,"State Department of Agriculture"
"Kenya","Central","Karatina (Nyeri)","Maize (white dry) ","Wholesale",2022,03,2997,90 KG,KES,"State Department of Agriculture"
"Kenya","Central","Karatina (Nyeri)","Maize (white dry) ","Wholesale",2022,04,2997,90 KG,KES,"State Department of Agriculture"
"Kenya","Central","Karatina (Nyeri)","Maize (white dry) ","Wholesale",2022,05,4401,90 KG,KES,"State Department of Agriculture"
"Kenya","Central","Karatina (Nyeri)","Kale","Wholesale",2021,01,650,50 KG,KES,"MOA"
"Kenya","Central","Karatina (Nyeri)","Kale","Wholesale",2021,02,900,50 KG,KES,"MOA"
"Kenya","Central","Karatina (Nyeri)","Kale","Wholesale",2021,03,667,50 KG,KES,"MOA"
"Kenya","Central","Karatina (Nyeri)","Kale","Wholesale",2021,04,500,50 KG,KES,"MOA"
"Kenya","Central","Karatina (Nyeri)","Kale","Wholesale",2021,05,1000,50 KG,KES,"MOA"
"Kenya","Central","Karatina (Nyeri)","Kale","Wholesale",2021,06,1250,50 KG,KES,"MOA"
"Kenya","Central","Karatina (Nyeri)","Kale","Wholesale",2021,07,1500,50 KG,KES,"MOA"
"Kenya","Central","Karatina (Nyeri)","Kale","Wholesale",2021,08,,50 KG,KES,""
"Kenya","Central","Karatina (Nyeri)","Kale","Wholesale",2021,09,542,50 KG,KES,"State Department of Agriculture"
"Kenya","Central","Karatina (Nyeri)","Kale","Wholesale",2021,10,667,50 KG,KES,"State Department of Agriculture"
"Kenya","Central","Karatina (Nyeri)","Kale","Wholesale",2021,11,708.3333,50 KG,KES,"State Department of Agriculture"
"Kenya","Central","Karatina (Nyeri)","Kale","Wholesale",2021,12,792,50 KG,KES,"State Department of Agriculture"
"Kenya","Central","Karatina (Nyeri)","Kale","Wholesale",2022,01,906,50 KG,KES,"State Department of Agriculture"
"Kenya","Central","Karatina (Nyeri)","Kale","Wholesale",2022,02,843.75,50 KG,KES,"State Department of Agriculture"
"Kenya","Central","Karatina (Nyeri)","Kale","Wholesale",2022,03,1250,50 KG,KES,"State Department of Agriculture"
"Kenya","Central","Karatina (Nyeri)","Kale","Wholesale",2022,04,1250,50 KG,KES,"State Department of Agriculture"
"Kenya","Central","Karatina (Nyeri)","Kale","Wholesale",2022,05,1041.6666,50 KG,KES,"State Department of Agriculture"
"Kenya","Central","Karatina (Nyeri)","Beans (yellow)","Wholesale",2021,01,7596,90 KG,KES,"MOA"
"Kenya","Central","Karatina (Nyeri)","Beans (yellow)","Wholesale",2021,02,,90 KG,KES,""
"Kenya","Central","Karatina (Nyeri)","Beans (yellow)","Wholesale",2021,03,8352,90 KG,KES,"MOA"
"Kenya","Central","Karatina (Nyeri)","Beans (yellow)","Wholesale",2021,04,,90 KG,KES,""
"Kenya","Central","Karatina (Nyeri)","Beans (yellow)","Wholesale",2021,05,8496,90 KG,KES,"MOA"
"Kenya","Central","Karatina (Nyeri)","Beans (yellow)","Wholesale",2021,06,7002,90 KG,KES,"MOA"
"Kenya","Central","Karatina (Nyeri)","Beans (yellow)","Wholesale",2021,07,7002,90 KG,KES,"MOA"
"Kenya","Central","Karatina (Nyeri)","Beans (yellow)","Wholesale",2021,08,,90 KG,KES,""
"Kenya","Central","Karatina (Nyeri)","Beans (yellow)","Wholesale",2021,09,8001,90 KG,KES,"State Department of Agriculture"
"Kenya","Central","Karatina (Nyeri)","Beans (yellow)","Wholesale",2021,10,,90 KG,KES,""
"Kenya","Central","Karatina (Nyeri)","Beans (yellow)","Wholesale",2021,11,,90 KG,KES,""
"Kenya","Central","Karatina (Nyeri)","Beans (yellow)","Wholesale",2021,12,,90 KG,KES,""
"Kenya","Central","Karatina (Nyeri)","Beans (yellow)","Wholesale",2022,01,6804,90 KG,KES,"State Department of Agriculture"
"Kenya","Central","Karatina (Nyeri)","Beans (yellow)","Wholesale",2022,02,8001,90 KG,KES,"State Department of Agriculture"
"Kenya","Central","Karatina (Nyeri)","Potatoes (Irish red) ","Wholesale",2021,01,1400,50 KG,KES,"MOA"
"Kenya","Central","Karatina (Nyeri)","Potatoes (Irish red) ","Wholesale",2021,02,1399,50 KG,KES,"MOA"
"Kenya","Central","Karatina (Nyeri)","Potatoes (Irish red) ","Wholesale",2021,03,1335,50 KG,KES,"MOA"
"Kenya","Central","Karatina (Nyeri)","Potatoes (Irish red) ","Wholesale",2021,04,1590,50 KG,KES,"MOA"
"Kenya","Central","Karatina (Nyeri)","Potatoes (Irish red) ","Wholesale",2021,05,,50 KG,KES,""
"Kenya","Central","Karatina (Nyeri)","Potatoes (Irish red) ","Wholesale",2021,06,1359,50 KG,KES,"MOA"
"Kenya","Central","Karatina (Nyeri)","Potatoes (Irish red) ","Wholesale",2021,07,1300,50 KG,KES,"MOA"
"Kenya","Central","Karatina (Nyeri)","Potatoes (Irish red) ","Wholesale",2021,08,,50 KG,KES,""
"Kenya","Central","Karatina (Nyeri)","Potatoes (Irish red) ","Wholesale",2021,09,868,50 KG,KES,"State Department of Agriculture"
"Kenya","Central","Karatina (Nyeri)","Potatoes (Irish red) ","Wholesale",2021,10,1175,50 KG,KES,"State Department of Agriculture"
"Kenya","Central","Karatina (Nyeri)","Potatoes (Irish red) ","Wholesale",2021,11,1488.3333,50 KG,KES,"State Department of Agriculture"
"Kenya","Central","Karatina (Nyeri)","Potatoes (Irish red) ","Wholesale",2021,12,1500,50 KG,KES,"State Department of Agriculture"
"Kenya","Central","Karatina (Nyeri)","Potatoes (Irish red) ","Wholesale",2022,01,1656,50 KG,KES,"State Department of Agriculture"
"Kenya","Central","Karatina (Nyeri)","Potatoes (Irish red) ","Wholesale",2022,02,1768.75,50 KG,KES,"State Department of Agriculture"
"Kenya","Central","Karatina (Nyeri)","Potatoes (Irish red) ","Wholesale",2022,03,2117.5,50 KG,KES,"State Department of Agriculture"
"Kenya","Central","Karatina (Nyeri)","Potatoes (Irish red) ","Wholesale",2022,04,,50 KG,KES,""
"Kenya","Central","Karatina (Nyeri)","Potatoes (Irish red) ","Wholesale",2022,05,2388.3333,50 KG,KES,"State Department of Agriculture"
"Kenya","Central","Karatina (Nyeri)","Onions (dry)","Wholesale",2021,01,592,13 KG,KES,"MOA"
"Kenya","Central","Karatina (Nyeri)","Onions (dry)","Wholesale",2021,02,423,13 KG,KES,"MOA"
"Kenya","Central","Karatina (Nyeri)","Onions (dry)","Wholesale",2021,03,412,13 KG,KES,"MOA"
"Kenya","Central","Karatina (Nyeri)","Onions (dry)","Wholesale",2021,04,780,13 KG,KES,"MOA"
"Kenya","Central","Karatina (Nyeri)","Onions (dry)","Wholesale",2021,05,780,13 KG,KES,"MOA"
"Kenya","Central","Karatina (Nyeri)","Onions (dry)","Wholesale",2021,06,585,13 KG,KES,"MOA"
"Kenya","Central","Karatina (Nyeri)","Onions (dry)","Wholesale",2021,07,520,13 KG,KES,"MOA"
"Kenya","Central","Karatina (Nyeri)","Onions (dry)","Wholesale",2021,08,,13 KG,KES,""
"Kenya","Central","Karatina (Nyeri)","Onions (dry)","Wholesale",2021,09,596,13 KG,KES,"State Department of Agriculture"
"Kenya","Central","Karatina (Nyeri)","Onions (dry)","Wholesale",2021,10,693,13 KG,KES,"State Department of Agriculture"
"Kenya","Central","Karatina (Nyeri)","Onions (dry)","Wholesale",2021,11,693.3333,13 KG,KES,"State Department of Agriculture"
"Kenya","Central","Karatina (Nyeri)","Onions (dry)","Wholesale",2021,12,845,13 KG,KES,"State Department of Agriculture"
"Kenya","Central","Karatina (Nyeri)","Onions (dry)","Wholesale",2022,01,943,13 KG,KES,"State Department of Agriculture"
"Kenya","Central","Karatina (Nyeri)","Onions (dry)","Wholesale",2022,02,885.625,13 KG,KES,"State Department of Agriculture"
"Kenya","Central","Karatina (Nyeri)","Onions (dry)","Wholesale",2022,03,942.5,13 KG,KES,"State Department of Agriculture"
"Kenya","Central","Karatina (Nyeri)","Onions (dry)","Wholesale",2022,04,1105,13 KG,KES,"State Department of Agriculture"
"Kenya","Central","Karatina (Nyeri)","Onions (dry)","Wholesale",2022,05,1007.5,13 KG,KES,"State Department of Agriculture"
"Kenya","Central","Karatina (Nyeri)","Rice (aromatic)","Wholesale",2022,02,6500,50 KG,KES,"State Department of Agriculture"
"Kenya","Central","Karatina (Nyeri)","Rice (aromatic)","Wholesale",2022,03,,50 KG,KES,""
"Kenya","Central","Karatina (Nyeri)","Rice (aromatic)","Wholesale",2022,04,,50 KG,KES,""
"Kenya","Central","Karatina (Nyeri)","Rice (aromatic)","Wholesale",2022,05,8000,50 KG,KES,"State Department of Agriculture"
"Kenya","Central","Karatina (Nyeri)","Beans (dolichos)","Wholesale",2021,02,6003,90 KG,KES,"MOA"
"Kenya","Central","Karatina (Nyeri)","Beans (dolichos)","Wholesale",2021,03,6003,90 KG,KES,"MOA"
"Kenya","Central","Karatina (Nyeri)","Beans (dolichos)","Wholesale",2021,04,,90 KG,KES,""
"Kenya","Central","Karatina (Nyeri)","Beans (dolichos)","Wholesale",2021,05,6003,90 KG,KES,"MOA"
"Kenya","Central","Karatina (Nyeri)","Beans (dolichos)","Wholesale",2021,06,6003,90 KG,KES,"MOA"
"Kenya","Central","Karatina (Nyeri)","Beans (dolichos)","Wholesale",2021,07,6003,90 KG,KES,"MOA"
"Kenya","Central","Karatina (Nyeri)","Beans (dolichos)","Wholesale",2021,08,,90 KG,KES,""
"Kenya","Central","Karatina (Nyeri)","Beans (dolichos)","Wholesale",2021,09,,90 KG,KES,""
"Kenya","Central","Karatina (Nyeri)","Beans (dolichos)","Wholesale",2021,10,,90 KG,KES,""
"Kenya","Central","Karatina (Nyeri)","Beans (dolichos)","Wholesale",2021,11,,90 KG,KES,""
"Kenya","Central","Karatina (Nyeri)","Beans (dolichos)","Wholesale",2021,12,,90 KG,KES,""
"Kenya","Central","Karatina (Nyeri)","Beans (dolichos)","Wholesale",2022,01,8001,90 KG,KES,"State Department of Agriculture"
"Kenya","Central","Karatina (Nyeri)","Beans (dolichos)","Wholesale",2022,02,6003,90 KG,KES,"State Department of Agriculture"
"Kenya","Central","Karatina (Nyeri)","Beans (rosecoco)","Wholesale",2021,01,7200,90 KG,KES,"MOA"
"Kenya","Central","Karatina (Nyeri)","Beans (rosecoco)","Wholesale",2021,02,,90 KG,KES,""
"Kenya","Central","Karatina (Nyeri)","Beans (rosecoco)","Wholesale",2021,03,7002,90 KG,KES,"MOA"
"Kenya","Central","Karatina (Nyeri)","Beans (rosecoco)","Wholesale",2021,04,,90 KG,KES,""
"Kenya","Central","Karatina (Nyeri)","Beans (rosecoco)","Wholesale",2021,05,,90 KG,KES,""
"Kenya","Central","Karatina (Nyeri)","Beans (rosecoco)","Wholesale",2021,06,,90 KG,KES,""
"Kenya","Central","Karatina (Nyeri)","Beans (rosecoco)","Wholesale",2021,07,,90 KG,KES,""
"Kenya","Central","Karatina (Nyeri)","Beans (rosecoco)","Wholesale",2021,08,,90 KG,KES,""
"Kenya","Central","Karatina (Nyeri)","Beans (rosecoco)","Wholesale",2021,09,,90 KG,KES,""
"Kenya","Central","Karatina (Nyeri)","Beans (rosecoco)","Wholesale",2021,10,,90 KG,KES,""
"Kenya","Central","Karatina (Nyeri)","Beans (rosecoco)","Wholesale",2021,11,,90 KG,KES,""
"Kenya","Central","Karatina (Nyeri)","Beans (rosecoco)","Wholesale",2021,12,,90 KG,KES,""
"Kenya","Central","Karatina (Nyeri)","Beans (rosecoco)","Wholesale",2022,01,6498,90 KG,KES,"State Department of Agriculture"
"Kenya","Central","Karatina (Nyeri)","Beans (rosecoco)","Wholesale",2022,02,7002,90 KG,KES,"State Department of Agriculture"
"Kenya","Coast","Mombasa","Beans","Wholesale",2006,01,33.63,KG,KES,"Regional Agricultural Trade Intelligence Network via FAO: GIEWS/FPMA"
"Kenya","Coast","Mombasa","Beans","Wholesale",2006,02,39.478,KG,KES,"Regional Agricultural Trade Intelligence Network via FAO: GIEWS/FPMA"
"Kenya","Coast","Mombasa","Beans","Wholesale",2006,03,44.686,KG,KES,"Regional Agricultural Trade Intelligence Network via FAO: GIEWS/FPMA"
"Kenya","Coast","Mombasa","Beans","Wholesale",2006,04,43.837,KG,KES,"Regional Agricultural Trade Intelligence Network via FAO: GIEWS/FPMA"
"Kenya","Coast","Mombasa","Beans","Wholesale",2006,05,39.734,KG,KES,"Regional Agricultural Trade Intelligence Network via FAO: GIEWS/FPMA"
"Kenya","Coast","Mombasa","Beans","Wholesale",2006,06,28.225,KG,KES,"Regional Agricultural Trade Intelligence Network via FAO: GIEWS/FPMA"
"Kenya","Coast","Mombasa","Beans","Wholesale",2006,07,30.15,KG,KES,"Regional Agricultural Trade Intelligence Network via FAO: GIEWS/FPMA"
"Kenya","Coast","Mombasa","Beans","Wholesale",2006,08,30.588,KG,KES,"Regional Agricultural Trade Intelligence Network via FAO: GIEWS/FPMA"
"Kenya","Coast","Mombasa","Beans","Wholesale",2006,09,32.57,KG,KES,"Regional Agricultural Trade Intelligence Network via FAO: GIEWS/FPMA"
"Kenya","Coast","Mombasa","Beans","Wholesale",2006,10,32.633,KG,KES,"Regional Agricultural Trade Intelligence Network via FAO: GIEWS/FPMA"
"Kenya","Coast","Mombasa","Beans","Wholesale",2006,11,29.896,KG,KES,"Regional Agricultural Trade Intelligence Network via FAO: GIEWS/FPMA"
"Kenya","Coast","Mombasa","Beans","Wholesale",2006,12,27.812,KG,KES,"Regional Agricultural Trade Intelligence Network via FAO: GIEWS/FPMA"
"Kenya","Coast","Mombasa","Beans","Wholesale",2007,01,33.174,KG,KES,"Regional Agricultural Trade Intelligence Network via FAO: GIEWS/FPMA"
"Kenya","Coast","Mombasa","Beans","Wholesale",2007,02,33.358,KG,KES,"Regional Agricultural Trade Intelligence Network via FAO: GIEWS/FPMA"
"Kenya","Coast","Mombasa","Beans","Wholesale",2007,03,33.487,KG,KES,"Regional Agricultural Trade Intelligence Network via FAO: GIEWS/FPMA"
"Kenya","Coast","Mombasa","Beans","Wholesale",2007,04,33.89,KG,KES,"Regional Agricultural Trade Intelligence Network via FAO: GIEWS/FPMA"
"Kenya","Coast","Mombasa","Beans","Wholesale",2007,05,34.367,KG,KES,"Regional Agricultural Trade Intelligence Network via FAO: GIEWS/FPMA"
"Kenya","Coast","Mombasa","Beans","Wholesale",2007,06,35.577,KG,KES,"Regional Agricultural Trade Intelligence Network via FAO: GIEWS/FPMA"
"Kenya","Coast","Mombasa","Beans","Wholesale",2007,07,36.464,KG,KES,"Regional Agricultural Trade Intelligence Network via FAO: GIEWS/FPMA"
"Kenya","Coast","Mombasa","Beans","Wholesale",2007,08,36.763,KG,KES,"Regional Agricultural Trade Intelligence Network via FAO: GIEWS/FPMA"
"Kenya","Coast","Mombasa","Beans","Wholesale",2007,09,38.845,KG,KES,"Regional Agricultural Trade Intelligence Network via FAO: GIEWS/FPMA"
