Country,Admin 1,Market,Commodity,Price Type,Year,Month,Price,Unit,Currency,Data Source
"Somalia","Awdal","Borama","Rice (imported)","Retail",1996,04,688,KG,SOS,"Food Security Analysis Unit via FAO: GIEWS/FPMA"
"Somalia","Awdal","Borama","Rice (imported)","Retail",1996,05,1050,KG,SOS,"Food Security Analysis Unit via FAO: GIEWS/FPMA"
"Somalia","Awdal","Borama","Rice (imported)","Retail",1996,06,1042,KG,SOS,"Food Security Analysis Unit via FAO: GIEWS/FPMA"
"Somalia","Awdal","Borama","Rice (imported)","Retail",1996,07,1200,KG,SOS,"Food Security Analysis Unit via FAO: GIEWS/FPMA"
"Somalia","Awdal","Borama","Rice (imported)","Retail",1996,08,1070,KG,SOS,"Food Security Analysis Unit via FAO: GIEWS/FPMA"
"Somalia","Awdal","Borama","Rice (imported)","Retail",1996,09,1091,KG,SOS,"Food Security Analysis Unit via FAO: GIEWS/FPMA"
"Somalia","Awdal","Borama","Rice (imported)","Retail",1996,10,1980,KG,SOS,"Food Security Analysis Unit via FAO: GIEWS/FPMA"
"Somalia","Awdal","Borama","Rice (imported)","Retail",1996,11,,KG,SOS,""
"Somalia","Awdal","Borama","Rice (imported)","Retail",1996,12,2653,KG,SOS,"Food Security Analysis Unit via FAO: GIEWS/FPMA"
"Somalia","Awdal","Borama","Rice (imported)","Retail",1997,01,1483,KG,SOS,"Food Security Analysis Unit via FAO: GIEWS/FPMA"
"Somalia","Awdal","Borama","Rice (imported)","Retail",1997,02,1440,KG,SOS,"Food Security Analysis Unit via FAO: GIEWS/FPMA"
"Somalia","Awdal","Borama","Rice (imported)","Retail",1997,03,1000,KG,SOS,"Food Security Analysis Unit via FAO: GIEWS/FPMA"
"Somalia","Awdal","Borama","Rice (imported)","Retail",1997,04,1115,KG,SOS,"Food Security Analysis Unit via FAO: GIEWS/FPMA"
"Somalia","Awdal","Borama","Rice (imported)","Retail",1997,05,1235,KG,SOS,"Food Security Analysis Unit via FAO: GIEWS/FPMA"
"Somalia","Awdal","Borama","Rice (imported)","Retail",1997,06,1310,KG,SOS,"Food Security Analysis Unit via FAO: GIEWS/FPMA"
"Somalia","Awdal","Borama","Rice (imported)","Retail",1997,07,1308,KG,SOS,"Food Security Analysis Unit via FAO: GIEWS/FPMA"
"Somalia","Awdal","Borama","Rice (imported)","Retail",1997,08,1333,KG,SOS,"Food Security Analysis Unit via FAO: GIEWS/FPMA"
"Somalia","Awdal","Borama","Rice (imported)","Retail",1997,09,1713,KG,SOS,"Food Security Analysis Unit via FAO: GIEWS/FPMA"
"Somalia","Awdal","Borama","Rice (imported)","Retail",1997,10,1888,KG,SOS,"Food Security Analysis Unit via FAO: GIEWS/FPMA"
"Somalia","Awdal","Borama","Rice (imported)","Retail",1997,11,1795,KG,SOS,"Food Security Analysis Unit via FAO: GIEWS/FPMA"
"Somalia","Awdal","Borama","Rice (imported)","Retail",1997,12,1665,KG,SOS,"Food Security Analysis Unit via FAO: GIEWS/FPMA"
"Somalia","Awdal","Borama","Rice (imported)","Retail",1998,01,1775,KG,SOS,"Food Security Analysis Unit via FAO: GIEWS/FPMA"
"Somalia","Awdal","Borama","Rice (imported)","Retail",1998,02,1785,KG,SOS,"Food Security Analysis Unit via FAO: GIEWS/FPMA"
"Somalia","Awdal","Borama","Rice (imported)","Retail",1998,03,1778,KG,SOS,"Food Security Analysis Unit via FAO: GIEWS/FPMA"
"Somalia","Awdal","Borama","Rice (imported)","Retail",1998,04,1850,KG,SOS,"Food Security Analysis Unit via FAO: GIEWS/FPMA"
"Somalia","Awdal","Borama","Rice (imported)","Retail",1998,05,1945,KG,SOS,"Food Security Analysis Unit via FAO: GIEWS/FPMA"
"Somalia","Awdal","Borama","Rice (imported)","Retail",1998,06,1865,KG,SOS,"Food Security Analysis Unit via FAO: GIEWS/FPMA"
"Somalia","Awdal","Borama","Rice (imported)","Retail",1998,07,1615,KG,SOS,"Food Security Analysis Unit via FAO: GIEWS/FPMA"
"Somalia","Awdal","Borama","Rice (imported)","Retail",1998,08,1872,KG,SOS,"Food Security Analysis Unit via FAO: GIEWS/FPMA"
"Somalia","Awdal","Borama","Rice (imported)","Retail",1998,09,1848,KG,SOS,"Food Security Analysis Unit via FAO: GIEWS/FPMA"
"Somalia","Awdal","Borama","Rice (imported)","Retail",1998,10,1816,KG,SOS,"Food Security Analysis Unit via FAO: GIEWS/FPMA"
"Somalia","Awdal","Borama","Rice (imported)","Retail",1998,11,1802,KG,SOS,"Food Security Analysis Unit via FAO: GIEWS/FPMA"
"Somalia","Awdal","Borama","Rice (imported)","Retail",1998,12,1797,KG,SOS,"Food Security Analysis Unit via FAO: GIEWS/FPMA"
"Somalia","Awdal","Borama","Rice (imported)","Retail",1999,01,1760,KG,SOS,"Food Security Analysis Unit via FAO: GIEWS/FPMA"
"Somalia","Awdal","Borama","Rice (imported)","Retail",1999,02,,KG,SOS,""
"Somalia","Awdal","Borama","Rice (imported)","Retail",1999,03,1743,KG,SOS,"Food Security Analysis Unit via FAO: GIEWS/FPMA"
"Somalia","Awdal","Borama","Rice (imported)","Retail",1999,04,1755,KG,SOS,"Food Security Analysis Unit via FAO: GIEWS/FPMA"
"Somalia","Awdal","Borama","Rice (imported)","Retail",1999,05,1718,KG,SOS,"Food Security Analysis Unit via FAO: GIEWS/FPMA"
"Somalia","Awdal","Borama","Rice (imported)","Retail",1999,06,1500,KG,SOS,"Food Security Analysis Unit via FAO: GIEWS/FPMA"
"Somalia","Awdal","Borama","Rice (imported)","Retail",1999,07,,KG,SOS,""
"Somalia","Awdal","Borama","Rice (imported)","Retail",1999,08,1324,KG,SOS,"Food Security Analysis Unit via FAO: GIEWS/FPMA"
"Somalia","Awdal","Borama","Rice (imported)","Retail",1999,09,1300,KG,SOS,"Food Security Analysis Unit via FAO: GIEWS/FPMA"
"Somalia","Awdal","Borama","Rice (imported)","Retail",1999,10,1325,KG,SOS,"Food Security Analysis Unit via FAO: GIEWS/FPMA"
"Somalia","Awdal","Borama","Rice (imported)","Retail",1999,11,1173,KG,SOS,"Food Security Analysis Unit via FAO: GIEWS/FPMA"
"Somalia","Awdal","Borama","Rice (imported)","Retail",1999,12,1178,KG,SOS,"Food Security Analysis Unit via FAO: GIEWS/FPMA"
"Somalia","Awdal","Borama","Rice (imported)","Retail",2000,01,1150,KG,SOS,"Food Security Analysis Unit via FAO: GIEWS/FPMA"
"Somalia","Awdal","Borama","Rice (imported)","Retail",2000,02,1105,KG,SOS,"Food Security Analysis Unit via FAO: GIEWS/FPMA"
"Somalia","Awdal","Borama","Rice (imported)","Retail",2000,03,1053,KG,SOS,"Food Security Analysis Unit via FAO: GIEWS/FPMA"
"Somalia","Awdal","Borama","Rice (imported)","Retail",2000,04,1000,KG,SOS,"Food Security Analysis Unit via FAO: GIEWS/FPMA"
"Somalia","Awdal","Borama","Rice (imported)","Retail",2000,05,,KG,SOS,""
"Somalia","Awdal","Borama","Rice (imported)","Retail",2000,06,1363,KG,SOS,"Food Security Analysis Unit via FAO: GIEWS/FPMA"
"Somalia","Awdal","Borama","Rice (imported)","Retail",2000,07,1410,KG,SOS,"Food Security Analysis Unit via FAO: GIEWS/FPMA"
"Somalia","Awdal","Borama","Rice (imported)","Retail",2000,08,1333,KG,SOS,"Food Security Analysis Unit via FAO: GIEWS/FPMA"
"Somalia","Awdal","Borama","Rice (imported)","Retail",2000,09,,KG,SOS,""
"Somalia","Awdal","Borama","Rice (imported)","Retail",2000,10,,KG,SOS,""
"Somalia","Awdal","Borama","Rice (imported)","Retail",2000,11,1963,KG,SOS,"Food Security Analysis Unit via FAO: GIEWS/FPMA"
"Somalia","Awdal","Borama","Rice (imported)","Retail",2000,12,1993,KG,SOS,"Food Security Analysis Unit via FAO: GIEWS/FPMA"
"Somalia","Awdal","Borama","Rice (imported)","Retail",2001,01,1725,KG,SOS,"Food Security Analysis Unit via FAO: GIEWS/FPMA"
"Somalia","Awdal","Borama","Rice (imported)","Retail",2001,02,1713,KG,SOS,"Food Security Analysis Unit via FAO: GIEWS/FPMA"
"Somalia","Awdal","Borama","Rice (imported)","Retail",2001,03,,KG,SOS,""
"Somalia","Awdal","Borama","Rice (imported)","Retail",2001,04,,KG,SOS,""
"Somalia","Awdal","Borama","Rice (imported)","Retail",2001,05,,KG,SOS,""
"Somalia","Awdal","Borama","Rice (imported)","Retail",2001,06,,KG,SOS,""
"Somalia","Awdal","Borama","Rice (imported)","Retail",2001,07,,KG,SOS,""
"Somalia","Awdal","Borama","Rice (imported)","Retail",2001,08,,KG,SOS,""
"Somalia","Awdal","Borama","Rice (imported)","Retail",2001,09,,KG,SOS,""
"Somalia","Awdal","Borama","Rice (imported)","Retail",2001,10,,KG,SOS,""
"Somalia","Awdal","Borama","Rice (imported)","Retail",2001,11,,KG,SOS,""
"Somalia","Awdal","Borama","Rice (imported)","Retail",2001,12,,KG,SOS,""
"Somalia","Awdal","Borama","Rice (imported)","Retail",2002,01,,KG,SOS,""
"Somalia","Awdal","Borama","Rice (imported)","Retail",2002,02,,KG,SOS,""
"Somalia","Awdal","Borama","Rice (imported)","Retail",2002,03,,KG,SOS,""
"Somalia","Awdal","Borama","Rice (imported)","Retail",2002,04,,KG,SOS,""
"Somalia","Awdal","Borama","Rice (imported)","Retail",2002,05,1800,KG,SOS,"Food Security Analysis Unit via FAO: GIEWS/FPMA"
"Somalia","Awdal","Borama","Rice (imported)","Retail",2002,06,1838,KG,SOS,"Food Security Analysis Unit via FAO: GIEWS/FPMA"
"Somalia","Awdal","Borama","Rice (imported)","Retail",2002,07,,KG,SOS,""
"Somalia","Awdal","Borama","Rice (imported)","Retail",2002,08,,KG,SOS,""
"Somalia","Awdal","Borama","Rice (imported)","Retail",2002,09,,KG,SOS,""
"Somalia","Awdal","Borama","Rice (imported)","Retail",2002,10,,KG,SOS,""
"Somalia","Awdal","Borama","Rice (imported)","Retail",2002,11,2275,KG,SOS,"Food Security Analysis Unit via FAO: GIEWS/FPMA"
"Somalia","Awdal","Borama","Rice (imported)","Retail",2002,12,,KG,SOS,""
"Somalia","Awdal","Borama","Rice (imported)","Retail",2003,01,2000,KG,SOS,"Food Security Analysis Unit via FAO: GIEWS/FPMA"
"Somalia","Awdal","Borama","Rice (imported)","Retail",2003,02,,KG,SOS,""
"Somalia","Awdal","Borama","Rice (imported)","Retail",2003,03,,KG,SOS,""
"Somalia","Awdal","Borama","Rice (imported)","Retail",2003,04,2450,KG,SOS,"Food Security Analysis Unit via FAO: GIEWS/FPMA"
"Somalia","Awdal","Borama","Rice (imported)","Retail",2003,05,2500,KG,SOS,"Food Security Analysis Unit via FAO: GIEWS/FPMA"
"Somalia","Awdal","Borama","Rice (imported)","Retail",2003,06,2500,KG,SOS,"Food Security Analysis Unit via FAO: GIEWS/FPMA"
"Somalia","Awdal","Borama","Rice (imported)","Retail",2003,07,2500,KG,SOS,"Food Security Analysis Unit via FAO: GIEWS/FPMA"
"Somalia","Awdal","Borama","Rice (imported)","Retail",2003,08,,KG,SOS,""
"Somalia","Awdal","Borama","Rice (imported)","Retail",2003,09,2750,KG,SOS,"Food Security Analysis Unit via FAO: GIEWS/FPMA"
"Somalia","Awdal","Borama","Rice (imported)","Retail",2003,10,2950,KG,SOS,"Food Security Analysis Unit via FAO: GIEWS/FPMA"
"Somalia","Awdal","Borama","Rice (imported)","Retail",2003,11,,KG,SOS,""
"Somalia","Awdal","Borama","Rice (imported)","Retail",2003,12,,KG,SOS,""
"Somalia","Awdal","Borama","Rice (imported)","Retail",2004,01,2475,KG,SOS,"Food Security Analysis Unit via FAO: GIEWS/FPMA"
"Somalia","Awdal","Borama","Rice (imported)","Retail",2004,02,2650,KG,SOS,"Food Security Analysis Unit via FAO: GIEWS/FPMA"
"Somalia","Awdal","Borama","Rice (imported)","Retail",2004,03,2675,KG,SOS,"Food Security Analysis Unit via FAO: GIEWS/FPMA"
"Somalia","Awdal","Borama","Rice (imported)","Retail",2004,04,3100,KG,SOS,"Food Security Analysis Unit via FAO: GIEWS/FPMA"
"Somalia","Awdal","Borama","Rice (imported)","Retail",2004,05,2850,KG,SOS,"Food Security Analysis Unit via FAO: GIEWS/FPMA"
"Somalia","Awdal","Borama","Rice (imported)","Retail",2004,06,2950,KG,SOS,"Food Security Analysis Unit via FAO: GIEWS/FPMA"
"Somalia","Awdal","Borama","Rice (imported)","Retail",2004,07,2950,KG,SOS,"Food Security Analysis Unit via FAO: GIEWS/FPMA"
"Somalia","Awdal","Borama","Rice (imported)","Retail",2004,08,2800,KG,SOS,"Food Security Analysis Unit via FAO: GIEWS/FPMA"
"Somalia","Awdal","Borama","Rice (imported)","Retail",2004,09,2800,KG,SOS,"Food Security Analysis Unit via FAO: GIEWS/FPMA"
"Somalia","Awdal","Borama","Rice (imported)","Retail",2004,10,3000,KG,SOS,"Food Security Analysis Unit via FAO: GIEWS/FPMA"
"Somalia","Awdal","Borama","Rice (imported)","Retail",2004,11,3200,KG,SOS,"Food Security Analysis Unit via FAO: GIEWS/FPMA"
"Somalia","Awdal","Borama","Rice (imported)","Retail",2004,12,3000,KG,SOS,"Food Security Analysis Unit via FAO: GIEWS/FPMA"
"Somalia","Awdal","Borama","Rice (imported)","Retail",2005,01,3000,KG,SOS,"Food Security Analysis Unit via FAO: GIEWS/FPMA"
"Somalia","Awdal","Borama","Rice (imported)","Retail",2005,02,2775,KG,SOS,"Food Security Analysis Unit via FAO: GIEWS/FPMA"
"Somalia","Awdal","Borama","Rice (imported)","Retail",2005,03,2600,KG,SOS,"Food Security Analysis Unit via FAO: GIEWS/FPMA"
"Somalia","Awdal","Borama","Rice (imported)","Retail",2005,04,2600,KG,SOS,"Food Security Analysis Unit via FAO: GIEWS/FPMA"
"Somalia","Awdal","Borama","Rice (imported)","Retail",2005,05,2700,KG,SOS,"Food Security Analysis Unit via FAO: GIEWS/FPMA"
"Somalia","Awdal","Borama","Rice (imported)","Retail",2005,06,2600,KG,SOS,"Food Security Analysis Unit via FAO: GIEWS/FPMA"
"Somalia","Awdal","Borama","Rice (imported)","Retail",2005,07,2900,KG,SOS,"Food Security Analysis Unit via FAO: GIEWS/FPMA"
"Somalia","Awdal","Borama","Rice (imported)","Retail",2005,08,3750,KG,SOS,"Food Security Analysis Unit via FAO: GIEWS/FPMA"
"Somalia","Awdal","Borama","Rice (imported)","Retail",2005,09,2700,KG,SOS,"Food Security Analysis Unit via FAO: GIEWS/FPMA"
"Somalia","Awdal","Borama","Rice (imported)","Retail",2005,10,2500,KG,SOS,"Food Security Analysis Unit via FAO: GIEWS/FPMA"
"Somalia","Awdal","Borama","Rice (imported)","Retail",2005,11,3000,KG,SOS,"Food Security Analysis Unit via FAO: GIEWS/FPMA"
"Somalia","Awdal","Borama","Rice (imported)","Retail",2005,12,2750,KG,SOS,"Food Security Analysis Unit via FAO: GIEWS/FPMA"
"Somalia","Awdal","Borama","Rice (imported)","Retail",2006,01,2800,KG,SOS,"Food Security Analysis Unit via FAO: GIEWS/FPMA"
"Somalia","Awdal","Borama","Rice (imported)","Retail",2006,02,3000,KG,SOS,"Food Security Analysis Unit via FAO: GIEWS/FPMA"
"Somalia","Awdal","Borama","Rice (imported)","Retail",2006,03,2700,KG,SOS,"Food Security Analysis Unit via FAO: GIEWS/FPMA"
"Somalia","Awdal","Borama","Rice (imported)","Retail",2006,04,2700,KG,SOS,"Food Security Analysis Unit via FAO: GIEWS/FPMA"
"Somalia","Awdal","Borama","Rice (imported)","Retail",2006,05,3000,KG,SOS,"Food Security Analysis Unit via FAO: GIEWS/FPMA"
"Somalia","Awdal","Borama","Rice (imported)","Retail",2006,06,3000,KG,SOS,"Food Security Analysis Unit via FAO: GIEWS/FPMA"
"Somalia","Awdal","Borama","Rice (imported)","Retail",2006,07,3000,KG,SOS,"Food Security Analysis Unit via FAO: GIEWS/FPMA"
"Somalia","Awdal","Borama","Rice (imported)","Retail",2006,08,3000,KG,SOS,"Food Security Analysis Unit via FAO: GIEWS/FPMA"
"Somalia","Awdal","Borama","Rice (imported)","Retail",2006,09,3000,KG,SOS,"Food Security Analysis Unit via FAO: GIEWS/FPMA"
"Somalia","Awdal","Borama","Rice (imported)","Retail",2006,10,3000,KG,SOS,"Food Security Analysis Unit via FAO: GIEWS/FPMA"
"Somalia","Awdal","Borama","Rice (imported)","Retail",2006,11,3000,KG,SOS,"Food Security Analysis Unit via FAO: GIEWS/FPMA"
"Somalia","Awdal","Borama","Rice (imported)","Retail",2006,12,3000,KG,SOS,"Food Security Analysis Unit via FAO: GIEWS/FPMA"
"Somalia","Awdal","Borama","Rice (imported)","Retail",2007,01,3000,KG,SOS,"Food Security Analysis Unit via FAO: GIEWS/FPMA"
"Somalia","Awdal","Borama","Rice (imported)","Retail",2007,02,2800,KG,SOS,"Food Security Analysis Unit via FAO: GIEWS/FPMA"
"Somalia","Awdal","Borama","Rice (imported)","Retail",2007,03,2800,KG,SOS,"Food Security Analysis Unit via FAO: GIEWS/FPMA"
"Somalia","Awdal","Borama","Rice (imported)","Retail",2007,04,2800,KG,SOS,"Food Security Analysis Unit via FAO: GIEWS/FPMA"
"Somalia","Awdal","Borama","Rice (imported)","Retail",2007,05,2800,KG,SOS,"Food Security Analysis Unit via FAO: GIEWS/FPMA"
"Somalia","Awdal","Borama","Rice (imported)","Retail",2007,06,3000,KG,SOS,"Food Security Analysis Unit via FAO: GIEWS/FPMA"
"Somalia","Awdal","Borama","Rice (imported)","Retail",2007,07,3200,KG,SOS,"Food Security Analysis Unit via FAO: GIEWS/FPMA"
"Somalia","Awdal","Borama","Rice (imported)","Retail",2007,08,,KG,SOS,""
"Somalia","Awdal","Borama","Rice (imported)","Retail",2007,09,4200,KG,SOS,"Food Security Analysis Unit via FAO: GIEWS/FPMA"
"Somalia","Awdal","Borama","Rice (imported)","Retail",2007,10,3500,KG,SOS,"Food Security Analysis Unit via FAO: GIEWS/FPMA"
"Somalia","Awdal","Borama","Rice (imported)","Retail",2007,11,3800,KG,SOS,"Food Security Analysis Unit via FAO: GIEWS/FPMA"
"Somalia","Awdal","Borama","Rice (imported)","Retail",2007,12,3800,KG,SOS,"Food Security Analysis Unit via FAO: GIEWS/FPMA"
"Somalia","Awdal","Borama","Rice (imported)","Retail",2008,01,4700,KG,SOS,"Food Security Analysis Unit via FAO: GIEWS/FPMA"
"Somalia","Awdal","Borama","Rice (imported)","Retail",2008,02,4400,KG,SOS,"Food Security Analysis Unit via FAO: GIEWS/FPMA"
"Somalia","Awdal","Borama","Rice (imported)","Retail",2008,03,4740,KG,SOS,"Food Security Analysis Unit via FAO: GIEWS/FPMA"
"Somalia","Awdal","Borama","Rice (imported)","Retail",2008,04,5200,KG,SOS,"Food Security Analysis Unit via FAO: GIEWS/FPMA"
"Somalia","Awdal","Borama","Rice (imported)","Retail",2008,05,5800,KG,SOS,"Food Security Analysis Unit via FAO: GIEWS/FPMA"
"Somalia","Awdal","Borama","Rice (imported)","Retail",2008,06,7300,KG,SOS,"Food Security Analysis Unit via FAO: GIEWS/FPMA"
"Somalia","Awdal","Borama","Rice (imported)","Retail",2008,07,8000,KG,SOS,"Food Security Analysis Unit via FAO: GIEWS/FPMA"
"Somalia","Awdal","Borama","Rice (imported)","Retail",2008,08,7550,KG,SOS,"Food Security Analysis Unit via FAO: GIEWS/FPMA"
"Somalia","Awdal","Borama","Rice (imported)","Retail",2008,09,7800,KG,SOS,"Food Security Analysis Unit via FAO: GIEWS/FPMA"
"Somalia","Awdal","Borama","Rice (imported)","Retail",2008,10,8000,KG,SOS,"Food Security Analysis Unit via FAO: GIEWS/FPMA"
"Somalia","Awdal","Borama","Rice (imported)","Retail",2008,11,7000,KG,SOS,"Food Security Analysis Unit via FAO: GIEWS/FPMA"
"Somalia","Awdal","Borama","Rice (imported)","Retail",2008,12,5500,KG,SOS,"Food Security Analysis Unit via FAO: GIEWS/FPMA"
"Somalia","Awdal","Borama","Rice (imported)","Retail",2009,01,4700,KG,SOS,"Food Security Analysis Unit via FAO: GIEWS/FPMA"
"Somalia","Awdal","Borama","Rice (imported)","Retail",2009,02,4500,KG,SOS,"Food Security Analysis Unit via FAO: GIEWS/FPMA"
"Somalia","Awdal","Borama","Rice (imported)","Retail",2009,03,5500,KG,SOS,"Food Security Analysis Unit via FAO: GIEWS/FPMA"
"Somalia","Awdal","Borama","Rice (imported)","Retail",2009,04,5950,KG,SOS,"Food Security Analysis Unit via FAO: GIEWS/FPMA"
"Somalia","Awdal","Borama","Rice (imported)","Retail",2009,05,6000,KG,SOS,"Food Security Analysis Unit via FAO: GIEWS/FPMA"
"Somalia","Awdal","Borama","Rice (imported)","Retail",2009,06,4000,KG,SOS,"Food Security Analysis Unit via FAO: GIEWS/FPMA"
"Somalia","Awdal","Borama","Rice (imported)","Retail",2009,07,5000,KG,SOS,"Food Security Analysis Unit via FAO: GIEWS/FPMA"
"Somalia","Awdal","Borama","Rice (imported)","Retail",2009,08,4800,KG,SOS,"Food Security Analysis Unit via FAO: GIEWS/FPMA"
"Somalia","Awdal","Borama","Rice (imported)","Retail",2009,09,5875,KG,SOS,"Food Security Analysis Unit via FAO: GIEWS/FPMA"
"Somalia","Awdal","Borama","Rice (imported)","Retail",2009,10,4675,KG,SOS,"Food Security Analysis Unit via FAO: GIEWS/FPMA"
"Somalia","Awdal","Borama","Rice (imported)","Retail",2009,11,4675,KG,SOS,"Food Security Analysis Unit via FAO: GIEWS/FPMA"
"Somalia","Awdal","Borama","Rice (imported)","Retail",2009,12,4675,KG,SOS,"Food Security Analysis Unit via FAO: GIEWS/FPMA"
"Somalia","Awdal","Borama","Rice (imported)","Retail",2010,01,4675,KG,SOS,"Food Security Analysis Unit via FAO: GIEWS/FPMA"
"Somalia","Awdal","Borama","Rice (imported)","Retail",2010,02,5000,KG,SOS,"Food Security Analysis Unit via FAO: GIEWS/FPMA"
"Somalia","Awdal","Borama","Rice (imported)","Retail",2010,03,5000,KG,SOS,"Food Security Analysis Unit via FAO: GIEWS/FPMA"
"Somalia","Awdal","Borama","Rice (imported)","Retail",2010,04,4500,KG,SOS,"Food Security Analysis Unit via FAO: GIEWS/FPMA"
"Somalia","Awdal","Borama","Rice (imported)","Retail",2010,05,4500,KG,SOS,"Food Security Analysis Unit via FAO: GIEWS/FPMA"
"Somalia","Awdal","Borama","Rice (imported)","Retail",2010,06,4200,KG,SOS,"Food Security Analysis Unit via FAO: GIEWS/FPMA"
"Somalia","Awdal","Borama","Rice (imported)","Retail",2010,07,4500,KG,SOS,"Food Security Analysis Unit via FAO: GIEWS/FPMA"
"Somalia","Awdal","Borama","Rice (imported)","Retail",2010,08,4000,KG,SOS,"Food Security Analysis Unit via FAO: GIEWS/FPMA"
"Somalia","Awdal","Borama","Rice (imported)","Retail",2010,09,4700,KG,SOS,"Food Security Analysis Unit via FAO: GIEWS/FPMA"
"Somalia","Awdal","Borama","Rice (imported)","Retail",2010,10,4500,KG,SOS,"Food Security Analysis Unit via FAO: GIEWS/FPMA"
"Somalia","Awdal","Borama","Rice (imported)","Retail",2010,11,4500,KG,SOS,"Food Security Analysis Unit via FAO: GIEWS/FPMA"
"Somalia","Awdal","Borama","Rice (imported)","Retail",2010,12,4500,KG,SOS,"Food Security Analysis Unit via FAO: GIEWS/FPMA"
"Somalia","Awdal","Borama","Rice (imported)","Retail",2011,01,4575,KG,SOS,"Food Security Analysis Unit via FAO: GIEWS/FPMA"
"Somalia","Awdal","Borama","Rice (imported)","Retail",2011,02,4575,KG,SOS,"Food Security Analysis Unit via FAO: GIEWS/FPMA"
"Somalia","Awdal","Borama","Rice (imported)","Retail",2011,03,5000,KG,SOS,"Food Security Analysis Unit via FAO: GIEWS/FPMA"
"Somalia","Awdal","Borama","Rice (imported)","Retail",2011,04,4500,KG,SOS,"Food Security Analysis Unit via FAO: GIEWS/FPMA"
"Somalia","Awdal","Borama","Rice (imported)","Retail",2011,05,4250,KG,SOS,"Food Security Analysis Unit via FAO: GIEWS/FPMA"
"Somalia","Awdal","Borama","Rice (imported)","Retail",2011,06,4875,KG,SOS,"Food Security Analysis Unit via FAO: GIEWS/FPMA"
"Somalia","Awdal","Borama","Rice (imported)","Retail",2011,07,5000,KG,SOS,"Food Security Analysis Unit via FAO: GIEWS/FPMA"
"Somalia","Awdal","Borama","Rice (imported)","Retail",2011,08,4975,KG,SOS,"Food Security Analysis Unit via FAO: GIEWS/FPMA"
"Somalia","Awdal","Borama","Rice (imported)","Retail",2011,09,4950,KG,SOS,"Food Security Analysis Unit via FAO: GIEWS/FPMA"
"Somalia","Awdal","Borama","Rice (imported)","Retail",2011,10,4800,KG,SOS,"Food Security Analysis Unit via FAO: GIEWS/FPMA"
"Somalia","Awdal","Borama","Rice (imported)","Retail",2011,11,4750,KG,SOS,"Food Security Analysis Unit via FAO: GIEWS/FPMA"
"Somalia","Awdal","Borama","Rice (imported)","Retail",2011,12,6000,KG,SOS,"Food Security Analysis Unit via FAO: GIEWS/FPMA"
"Somalia","Awdal","Borama","Rice (imported)","Retail",2012,01,6000,KG,SOS,"Food Security Analysis Unit via FAO: GIEWS/FPMA"
"Somalia","Awdal","Borama","Rice (imported)","Retail",2012,02,6200,KG,SOS,"Food Security Analysis Unit via FAO: GIEWS/FPMA"
"Somalia","Awdal","Borama","Rice (imported)","Retail",2012,03,4750,KG,SOS,"Food Security Analysis Unit via FAO: GIEWS/FPMA"
