Country,Market,Commodity,Price Type,Year,Month,Price,Unit,Currency,Data Source
"Malawi","Balaka","Beans","Retail",2007,01,,KG,MWK,""
"Malawi","Balaka","Beans","Retail",2007,02,,KG,MWK,""
"Malawi","Balaka","Beans","Retail",2007,03,,KG,MWK,""
"Malawi","Balaka","Beans","Retail",2007,04,,KG,MWK,""
"Malawi","Balaka","Beans","Retail",2007,05,,KG,MWK,""
"Malawi","Balaka","Beans","Retail",2007,06,,KG,MWK,""
"Malawi","Balaka","Beans","Retail",2007,07,,KG,MWK,""
"Malawi","Balaka","Beans","Retail",2007,08,,KG,MWK,""
"Malawi","Balaka","Beans","Retail",2007,09,,KG,MWK,""
"Malawi","Balaka","Beans","Retail",2007,10,,KG,MWK,""
"Malawi","Balaka","Beans","Retail",2007,11,,KG,MWK,""
"Malawi","Balaka","Beans","Retail",2007,12,,KG,MWK,""
"Malawi","Balaka","Beans","Retail",2008,01,,KG,MWK,""
"Malawi","Balaka","Beans","Retail",2008,02,,KG,MWK,""
"Malawi","Balaka","Beans","Retail",2008,03,,KG,MWK,""
"Malawi","Balaka","Beans","Retail",2008,04,,KG,MWK,""
"Malawi","Balaka","Beans","Retail",2008,05,,KG,MWK,""
"Malawi","Balaka","Beans","Retail",2008,06,,KG,MWK,""
"Malawi","Balaka","Beans","Retail",2008,07,,KG,MWK,""
"Malawi","Balaka","Beans","Retail",2008,08,,KG,MWK,""
"Malawi","Balaka","Beans","Retail",2008,09,,KG,MWK,""
"Malawi","Balaka","Beans","Retail",2008,10,,KG,MWK,""
"Malawi","Balaka","Beans","Retail",2008,11,,KG,MWK,""
"Malawi","Balaka","Beans","Retail",2008,12,,KG,MWK,""
"Malawi","Balaka","Beans","Retail",2009,01,,KG,MWK,""
"Malawi","Balaka","Beans","Retail",2009,02,,KG,MWK,""
"Malawi","Balaka","Beans","Retail",2009,03,,KG,MWK,""
"Malawi","Balaka","Beans","Retail",2009,04,,KG,MWK,""
"Malawi","Balaka","Beans","Retail",2009,05,,KG,MWK,""
"Malawi","Balaka","Beans","Retail",2009,06,,KG,MWK,""
"Malawi","Balaka","Beans","Retail",2009,07,,KG,MWK,""
"Malawi","Balaka","Beans","Retail",2009,08,,KG,MWK,""
"Malawi","Balaka","Beans","Retail",2009,09,,KG,MWK,""
"Malawi","Balaka","Beans","Retail",2009,10,,KG,MWK,""
"Malawi","Balaka","Beans","Retail",2009,11,,KG,MWK,""
"Malawi","Balaka","Beans","Retail",2009,12,,KG,MWK,""
"Malawi","Balaka","Beans","Retail",2010,01,,KG,MWK,""
"Malawi","Balaka","Beans","Retail",2010,02,,KG,MWK,""
"Malawi","Balaka","Beans","Retail",2010,03,,KG,MWK,""
"Malawi","Balaka","Beans","Retail",2010,04,,KG,MWK,""
"Malawi","Balaka","Beans","Retail",2010,05,,KG,MWK,""
"Malawi","Balaka","Beans","Retail",2010,06,,KG,MWK,""
"Malawi","Balaka","Beans","Retail",2010,07,,KG,MWK,""
"Malawi","Balaka","Beans","Retail",2010,08,,KG,MWK,""
"Malawi","Balaka","Beans","Retail",2010,09,,KG,MWK,""
"Malawi","Balaka","Beans","Retail",2010,10,,KG,MWK,""
"Malawi","Balaka","Beans","Retail",2010,11,,KG,MWK,""
"Malawi","Balaka","Beans","Retail",2010,12,,KG,MWK,""
"Malawi","Balaka","Beans","Retail",2011,01,,KG,MWK,""
"Malawi","Balaka","Beans","Retail",2011,02,,KG,MWK,""
"Malawi","Balaka","Beans","Retail",2011,03,,KG,MWK,""
"Malawi","Balaka","Beans","Retail",2011,04,,KG,MWK,""
"Malawi","Balaka","Beans","Retail",2011,05,,KG,MWK,""
"Malawi","Balaka","Beans","Retail",2011,06,,KG,MWK,""
"Malawi","Balaka","Beans","Retail",2011,07,,KG,MWK,""
"Malawi","Balaka","Beans","Retail",2011,08,,KG,MWK,""
"Malawi","Balaka","Beans","Retail",2011,09,,KG,MWK,""
"Malawi","Balaka","Beans","Retail",2011,10,,KG,MWK,""
"Malawi","Balaka","Beans","Retail",2011,11,,KG,MWK,""
"Malawi","Balaka","Beans","Retail",2011,12,,KG,MWK,""
"Malawi","Balaka","Beans","Retail",2012,01,,KG,MWK,""
"Malawi","Balaka","Beans","Retail",2012,02,,KG,MWK,""
"Malawi","Balaka","Beans","Retail",2012,03,,KG,MWK,""
"Malawi","Balaka","Beans","Retail",2012,04,,KG,MWK,""
"Malawi","Balaka","Beans","Retail",2012,05,,KG,MWK,""
"Malawi","Balaka","Beans","Retail",2012,06,259.51,KG,MWK,"Ministry of Agriculture"
"Malawi","Balaka","Beans","Retail",2012,07,272.8567,KG,MWK,"Ministry of Agriculture"
"Malawi","Balaka","Beans","Retail",2012,08,325.91,KG,MWK,"Ministry of Agriculture"
"Malawi","Balaka","Beans","Retail",2012,09,327.465,KG,MWK,"Ministry of Agriculture"
"Malawi","Balaka","Beans","Retail",2012,10,,KG,MWK,""
"Malawi","Balaka","Beans","Retail",2012,11,355.29,KG,MWK,"Ministry of Agriculture"
"Malawi","Balaka","Beans","Retail",2012,12,365.7,KG,MWK,"Ministry of Agriculture"
"Malawi","Balaka","Beans","Retail",2013,01,373.78,KG,MWK,"Ministry of Agriculture"
"Malawi","Balaka","Beans","Retail",2013,02,330.4,KG,MWK,"Ministry of Agriculture"
"Malawi","Balaka","Beans","Retail",2013,03,385.95,KG,MWK,"Ministry of Agriculture"
"Malawi","Balaka","Beans","Retail",2013,04,,KG,MWK,""
"Malawi","Balaka","Beans","Retail",2013,05,257.39,KG,MWK,"Ministry of Agriculture"
"Malawi","Balaka","Beans","Retail",2013,06,358.58,KG,MWK,"Ministry of Agriculture"
"Malawi","Balaka","Beans","Retail",2013,07,363.88,KG,MWK,"Ministry of Agriculture"
"Malawi","Balaka","Beans","Retail",2013,08,363.88,KG,MWK,"Ministry of Agriculture"
"Malawi","Balaka","Beans","Retail",2013,09,458.09,KG,MWK,"Ministry of Agriculture"
"Malawi","Balaka","Beans","Retail",2013,10,,KG,MWK,""
"Malawi","Balaka","Beans","Retail",2013,11,505.18,KG,MWK,"Ministry of Agriculture"
"Malawi","Balaka","Beans","Retail",2013,12,563.91,KG,MWK,"Ministry of Agriculture"
"Malawi","Balaka","Beans","Retail",2014,01,551.86,KG,MWK,"Ministry of Agriculture"
"Malawi","Balaka","Beans","Retail",2014,02,,KG,MWK,""
"Malawi","Balaka","Beans","Retail",2014,03,,KG,MWK,""
"Malawi","Balaka","Beans","Retail",2014,04,443.995,KG,MWK,"Ministry of Agriculture"
"Malawi","Balaka","Beans","Retail",2014,05,,KG,MWK,""
"Malawi","Balaka","Beans","Retail",2014,06,,KG,MWK,""
"Malawi","Balaka","Beans","Retail",2014,07,,KG,MWK,""
"Malawi","Balaka","Beans","Retail",2014,08,,KG,MWK,""
"Malawi","Balaka","Beans","Retail",2014,09,392.83,KG,MWK,"Ministry of Agriculture and Food Security"
"Malawi","Balaka","Beans","Retail",2014,10,,KG,MWK,""
"Malawi","Balaka","Beans","Retail",2014,11,,KG,MWK,""
"Malawi","Balaka","Beans","Retail",2014,12,430.44,KG,MWK,"Ministry of Agriculture and Food Security"
"Malawi","Balaka","Beans","Retail",2015,01,507.7067,KG,MWK,"Ministry of Agriculture and Food Security"
"Malawi","Balaka","Beans","Retail",2015,02,,KG,MWK,""
"Malawi","Balaka","Beans","Retail",2015,03,,KG,MWK,""
"Malawi","Balaka","Beans","Retail",2015,04,,KG,MWK,""
"Malawi","Balaka","Beans","Retail",2015,05,,KG,MWK,""
"Malawi","Balaka","Beans","Retail",2015,06,,KG,MWK,""
"Malawi","Balaka","Beans","Retail",2015,07,504.16,KG,MWK,"Ministry of Agriculture and Food Security"
"Malawi","Balaka","Beans","Retail",2015,08,510.9975,KG,MWK,"Ministry of Agriculture and Food Security"
"Malawi","Balaka","Beans","Retail",2015,09,,KG,MWK,""
"Malawi","Balaka","Beans","Retail",2015,10,,KG,MWK,""
"Malawi","Balaka","Beans","Retail",2015,11,449.8733,KG,MWK,"Ministry of Agriculture and Food Security"
"Malawi","Balaka","Beans","Retail",2015,12,,KG,MWK,""
"Malawi","Balaka","Beans","Retail",2016,01,615.5225,KG,MWK,"Ministry of Agriculture and Food Security"
"Malawi","Balaka","Beans","Retail",2016,02,615.3675,KG,MWK,"Ministry of Agriculture and Food Security"
"Malawi","Balaka","Beans","Retail",2016,03,617.845,KG,MWK,"Ministry of Agriculture and Food Security"
"Malawi","Balaka","Beans","Retail",2016,04,618.9675,KG,MWK,"Ministry of Agriculture and Food Security"
"Malawi","Balaka","Beans","Retail",2016,05,614.48,KG,MWK,"Ministry of Agriculture and Food Security"
"Malawi","Balaka","Beans","Retail",2016,06,,KG,MWK,""
"Malawi","Balaka","Beans","Retail",2016,07,618.495,KG,MWK,"Ministry of Agriculture and Food Security"
"Malawi","Balaka","Beans","Retail",2016,08,,KG,MWK,""
"Malawi","Balaka","Beans","Retail",2016,09,,KG,MWK,""
"Malawi","Balaka","Beans","Retail",2016,10,,KG,MWK,""
"Malawi","Balaka","Beans","Retail",2016,11,1050,KG,MWK,"Ministry of Agriculture and Food Security"
"Malawi","Balaka","Beans","Retail",2016,12,623.18,KG,MWK,"Ministry of Agriculture and Food Security"
"Malawi","Balaka","Beans","Retail",2017,01,1050,KG,MWK,"Ministry of Agriculture and Food Security"
"Malawi","Balaka","Beans","Retail",2017,02,1052.22,KG,MWK,"Ministry of Agriculture and Food Security"
"Malawi","Balaka","Beans","Retail",2017,03,961.718,KG,MWK,"Ministry of Agriculture and Food Security"
"Malawi","Balaka","Beans","Retail",2017,04,905.2025,KG,MWK,"Ministry of Agriculture and Food Security"
"Malawi","Balaka","Beans","Retail",2017,05,998.26,KG,MWK,"Ministry of Agriculture and Food Security"
"Malawi","Balaka","Beans","Retail",2017,06,654.6433,KG,MWK,"Ministry of Agriculture and Food Security"
"Malawi","Balaka","Beans","Retail",2017,07,651.7975,KG,MWK,"Ministry of Agriculture and Food Security"
"Malawi","Balaka","Beans","Retail",2017,08,650.7275,KG,MWK,"Ministry of Agriculture and Food Security"
"Malawi","Balaka","Beans","Retail",2017,09,675,KG,MWK,"Ministry of Agriculture and Food Security"
"Malawi","Balaka","Beans","Retail",2017,10,900,KG,MWK,"Ministry of Agriculture and Food Security"
"Malawi","Balaka","Beans","Retail",2017,11,,KG,MWK,""
"Malawi","Balaka","Beans","Retail",2017,12,,KG,MWK,""
"Malawi","Balaka","Beans","Retail",2018,01,888.68,KG,MWK,"Ministry of Agriculture and Food Security"
"Malawi","Balaka","Beans","Retail",2018,02,903.4333,KG,MWK,"Ministry of Agriculture and Food Security"
"Malawi","Balaka","Beans","Retail",2018,03,907.75,KG,MWK,"Ministry of Agriculture and Food Security"
"Malawi","Balaka","Beans","Retail",2018,04,906.2475,KG,MWK,"Ministry of Agriculture and Food Security"
"Malawi","Balaka","Beans","Retail",2018,05,910.4367,KG,MWK,"Ministry of Agriculture and Food Security"
"Malawi","Balaka","Beans","Retail",2018,06,912.61,KG,MWK,"Ministry of Agriculture and Food Security"
"Malawi","Balaka","Beans","Retail",2018,07,900,KG,MWK,"Ministry of Agriculture and Food Security"
"Malawi","Balaka","Beans","Retail",2018,08,780.43,KG,MWK,"Ministry of Agriculture and Food Security"
"Malawi","Balaka","Beans","Retail",2018,09,,KG,MWK,""
"Malawi","Balaka","Beans","Retail",2018,10,750,KG,MWK,"Ministry of Agriculture and Food Security"
"Malawi","Balaka","Beans","Retail",2018,11,862.5,KG,MWK,"Ministry of Agriculture and Food Security"
"Malawi","Balaka","Beans","Retail",2018,12,1050,KG,MWK,"Ministry of Agriculture and Food Security"
"Malawi","Balaka","Beans","Retail",2019,01,1050,KG,MWK,"Ministry of Agriculture and Food Security"
"Malawi","Balaka","Beans","Retail",2019,02,941.45,KG,MWK,"Ministry of Agriculture and Food Security"
"Malawi","Balaka","Beans","Retail",2019,03,930.915,KG,MWK,"Ministry of Agriculture and Food Security"
"Malawi","Balaka","Beans","Retail",2019,04,807.4,KG,MWK,"Ministry of Agriculture and Food Security"
"Malawi","Balaka","Beans","Retail",2019,05,693.75,KG,MWK,"mVAM"
"Malawi","Balaka","Beans","Retail",2019,06,712.5,KG,MWK,"mVAM"
"Malawi","Balaka","Beans","Retail",2019,07,806.25,KG,MWK,"Ministry of Agriculture and Food Security"
"Malawi","Balaka","Beans","Retail",2019,08,825,KG,MWK,"Ministry of Agriculture and Food Security"
"Malawi","Balaka","Beans","Retail",2019,09,787.5,KG,MWK,"Ministry of Agriculture and Food Security"
"Malawi","Balaka","Beans","Retail",2019,10,,KG,MWK,""
"Malawi","Balaka","Beans","Retail",2019,11,832.21,KG,MWK,"Ministry of Agriculture and Food Security"
"Malawi","Balaka","Beans","Retail",2019,12,829.16,KG,MWK,"Ministry of Agriculture and Food Security"
"Malawi","Balaka","Beans","Retail",2020,01,,KG,MWK,""
"Malawi","Balaka","Beans","Retail",2020,02,,KG,MWK,""
"Malawi","Balaka","Beans","Retail",2020,03,,KG,MWK,""
"Malawi","Balaka","Beans","Retail",2020,04,720,KG,MWK,"Government"
"Malawi","Balaka","Beans","Retail",2020,05,,KG,MWK,""
"Malawi","Balaka","Beans","Retail",2020,06,,KG,MWK,""
"Malawi","Balaka","Beans","Retail",2020,07,,KG,MWK,""
"Malawi","Balaka","Beans","Retail",2020,08,,KG,MWK,""
"Malawi","Balaka","Beans","Retail",2020,09,,KG,MWK,""
"Malawi","Balaka","Beans","Retail",2020,10,,KG,MWK,""
"Malawi","Balaka","Beans","Retail",2020,11,,KG,MWK,""
"Malawi","Balaka","Beans","Retail",2020,12,,KG,MWK,""
"Malawi","Balaka","Beans","Retail",2021,01,,KG,MWK,""
"Malawi","Balaka","Beans","Retail",2021,02,,KG,MWK,""
"Malawi","Balaka","Beans","Retail",2021,03,,KG,MWK,""
"Malawi","Balaka","Beans","Retail",2021,04,,KG,MWK,""
"Malawi","Balaka","Beans","Retail",2021,05,,KG,MWK,""
"Malawi","Balaka","Beans","Retail",2021,06,,KG,MWK,""
"Malawi","Balaka","Beans","Retail",2021,07,,KG,MWK,""
"Malawi","Balaka","Beans","Retail",2021,08,,KG,MWK,""
"Malawi","Balaka","Beans","Retail",2021,09,,KG,MWK,""
"Malawi","Balaka","Beans","Retail",2021,10,,KG,MWK,""
"Malawi","Balaka","Beans","Retail",2021,11,,KG,MWK,""
"Malawi","Balaka","Beans","Retail",2021,12,,KG,MWK,""
"Malawi","Balaka","Beans","Retail",2022,01,,KG,MWK,""
"Malawi","Balaka","Beans","Retail",2022,02,,KG,MWK,""
"Malawi","Balaka","Beans","Retail",2022,03,,KG,MWK,""
"Malawi","Balaka","Beans","Retail",2022,04,,KG,MWK,""
"Malawi","Balaka","Maize","Retail",2003,01,,KG,MWK,""
"Malawi","Balaka","Maize","Retail",2003,02,,KG,MWK,""
"Malawi","Balaka","Maize","Retail",2003,03,,KG,MWK,""
"Malawi","Balaka","Maize","Retail",2003,04,,KG,MWK,""
"Malawi","Balaka","Maize","Retail",2003,05,,KG,MWK,""
"Malawi","Balaka","Maize","Retail",2003,06,,KG,MWK,""
"Malawi","Balaka","Maize","Retail",2003,07,,KG,MWK,""
"Malawi","Balaka","Maize","Retail",2003,08,,KG,MWK,""
"Malawi","Balaka","Maize","Retail",2003,09,,KG,MWK,""
"Malawi","Balaka","Maize","Retail",2003,10,,KG,MWK,""
"Malawi","Balaka","Maize","Retail",2003,11,,KG,MWK,""
"Malawi","Balaka","Maize","Retail",2003,12,,KG,MWK,""
"Malawi","Balaka","Maize","Retail",2004,01,17.0833,KG,MWK,"Tentative WFP"
"Malawi","Balaka","Maize","Retail",2004,02,16.925,KG,MWK,"Tentative WFP"
"Malawi","Balaka","Maize","Retail",2004,03,20.86,KG,MWK,"Tentative WFP"
"Malawi","Balaka","Maize","Retail",2004,04,15.695,KG,MWK,"Tentative WFP"
"Malawi","Balaka","Maize","Retail",2004,05,14.2825,KG,MWK,"Tentative WFP"
"Malawi","Balaka","Maize","Retail",2004,06,15.194,KG,MWK,"Tentative WFP"
"Malawi","Balaka","Maize","Retail",2004,07,15.8733,KG,MWK,"Tentative WFP"
"Malawi","Balaka","Maize","Retail",2004,08,16.28,KG,MWK,"Tentative WFP"
"Malawi","Balaka","Maize","Retail",2004,09,18.9475,KG,MWK,"Tentative WFP"
"Malawi","Balaka","Maize","Retail",2004,10,18.1925,KG,MWK,"Tentative WFP"
"Malawi","Balaka","Maize","Retail",2004,11,19.55,KG,MWK,"Tentative WFP"
"Malawi","Balaka","Maize","Retail",2004,12,19.086,KG,MWK,"Tentative WFP"
"Malawi","Balaka","Maize","Retail",2005,01,19.6725,KG,MWK,"Tentative WFP"
"Malawi","Balaka","Maize","Retail",2005,02,18.1033,KG,MWK,"Tentative WFP"
"Malawi","Balaka","Maize","Retail",2005,03,17.58,KG,MWK,"Tentative WFP"
"Malawi","Balaka","Maize","Retail",2005,04,15.2425,KG,MWK,"Tentative WFP"
"Malawi","Balaka","Maize","Retail",2005,05,17.5167,KG,MWK,"Tentative WFP"
"Malawi","Balaka","Maize","Retail",2005,06,20.26,KG,MWK,"Tentative WFP"
"Malawi","Balaka","Maize","Retail",2005,07,25,KG,MWK,"Tentative WFP"
"Malawi","Balaka","Maize","Retail",2005,08,25,KG,MWK,"Tentative WFP"
"Malawi","Balaka","Maize","Retail",2005,09,,KG,MWK,""
"Malawi","Balaka","Maize","Retail",2005,10,35.7633,KG,MWK,"Tentative WFP"
"Malawi","Balaka","Maize","Retail",2005,11,33.782,KG,MWK,"Tentative WFP"
"Malawi","Balaka","Maize","Retail",2005,12,33.6467,KG,MWK,"Tentative WFP"
"Malawi","Balaka","Maize","Retail",2006,01,53.635,KG,MWK,"Tentative WFP"
"Malawi","Balaka","Maize","Retail",2006,02,62.68,KG,MWK,"Tentative WFP"
"Malawi","Balaka","Maize","Retail",2006,03,39.076,KG,MWK,"Tentative WFP"
"Malawi","Balaka","Maize","Retail",2006,04,24.7967,KG,MWK,"Tentative WFP"
"Malawi","Balaka","Maize","Retail",2006,05,17.3575,KG,MWK,"Tentative WFP"
"Malawi","Balaka","Maize","Retail",2006,06,22.375,KG,MWK,"Tentative WFP"
"Malawi","Balaka","Maize","Retail",2006,07,21.5425,KG,MWK,"Tentative WFP"
"Malawi","Balaka","Maize","Retail",2006,08,20.468,KG,MWK,"Tentative WFP"
"Malawi","Balaka","Maize","Retail",2006,09,21.01,KG,MWK,"Tentative WFP"
"Malawi","Balaka","Maize","Retail",2006,10,22.39,KG,MWK,"Tentative WFP"
"Malawi","Balaka","Maize","Retail",2006,11,22.898,KG,MWK,"Tentative WFP"
"Malawi","Balaka","Maize","Retail",2006,12,24.1125,KG,MWK,"Tentative WFP"
"Malawi","Balaka","Maize","Retail",2007,01,23.1335,KG,MWK,"Tentative WFP"
"Malawi","Balaka","Maize","Retail",2007,02,22.2825,KG,MWK,"Tentative WFP"
"Malawi","Balaka","Maize","Retail",2007,03,17.56,KG,MWK,"Tentative WFP"
"Malawi","Balaka","Maize","Retail",2007,04,14.41,KG,MWK,"Tentative WFP"
"Malawi","Balaka","Maize","Retail",2007,05,13.846,KG,MWK,"Tentative WFP"
"Malawi","Balaka","Maize","Retail",2007,06,13.47,KG,MWK,"Tentative WFP"
"Malawi","Balaka","Maize","Retail",2007,07,15.0375,KG,MWK,"Tentative WFP"
"Malawi","Balaka","Maize","Retail",2007,08,15.876,KG,MWK,"Tentative WFP"
"Malawi","Balaka","Maize","Retail",2007,09,17.06,KG,MWK,"Tentative WFP"
"Malawi","Balaka","Maize","Retail",2007,10,22.95,KG,MWK,"Tentative WFP"
"Malawi","Balaka","Maize","Retail",2007,11,23.4967,KG,MWK,"Tentative WFP"
"Malawi","Balaka","Maize","Retail",2007,12,25.9225,KG,MWK,"Tentative WFP"
"Malawi","Balaka","Maize","Retail",2008,01,,KG,MWK,""
"Malawi","Balaka","Maize","Retail",2008,02,38.22,KG,MWK,"Tentative WFP"
"Malawi","Balaka","Maize","Retail",2008,03,38.505,KG,MWK,"Tentative WFP"
"Malawi","Balaka","Maize","Retail",2008,04,32.38,KG,MWK,"Tentative WFP"
"Malawi","Balaka","Maize","Retail",2008,05,34.585,KG,MWK,"Tentative WFP"
"Malawi","Balaka","Maize","Retail",2008,06,42.76,KG,MWK,"Tentative WFP"
"Malawi","Balaka","Maize","Retail",2008,07,45.8,KG,MWK,"Tentative WFP"
"Malawi","Balaka","Maize","Retail",2008,08,47.7467,KG,MWK,"Tentative WFP"
"Malawi","Balaka","Maize","Retail",2008,09,77.12,KG,MWK,"Tentative WFP"
"Malawi","Balaka","Maize","Retail",2008,10,56.926,KG,MWK,"Tentative WFP"
"Malawi","Balaka","Maize","Retail",2008,11,59.755,KG,MWK,"Tentative WFP"
"Malawi","Balaka","Maize","Retail",2008,12,80.455,KG,MWK,"Tentative WFP"
"Malawi","Balaka","Maize","Retail",2009,01,80.455,KG,MWK,"Tentative WFP"
"Malawi","Balaka","Maize","Retail",2009,02,77.43,KG,MWK,"Tentative WFP"
"Malawi","Balaka","Maize","Retail",2009,03,,KG,MWK,""
"Malawi","Balaka","Maize","Retail",2009,04,35.3975,KG,MWK,"Tentative WFP"
"Malawi","Balaka","Maize","Retail",2009,05,44.4675,KG,MWK,"Tentative WFP"
"Malawi","Balaka","Maize","Retail",2009,06,46.8433,KG,MWK,"Tentative WFP"
"Malawi","Balaka","Maize","Retail",2009,07,,KG,MWK,""
"Malawi","Balaka","Maize","Retail",2009,08,,KG,MWK,""
"Malawi","Balaka","Maize","Retail",2009,09,,KG,MWK,""
"Malawi","Balaka","Maize","Retail",2009,10,,KG,MWK,""
"Malawi","Balaka","Maize","Retail",2009,11,,KG,MWK,""
"Malawi","Balaka","Maize","Retail",2009,12,,KG,MWK,""
"Malawi","Balaka","Maize","Retail",2010,01,,KG,MWK,""
"Malawi","Balaka","Maize","Retail",2010,02,,KG,MWK,""
"Malawi","Balaka","Maize","Retail",2010,03,,KG,MWK,""
"Malawi","Balaka","Maize","Retail",2010,04,38.7867,KG,MWK,"Tentative WFP"
"Malawi","Balaka","Maize","Retail",2010,05,,KG,MWK,""
"Malawi","Balaka","Maize","Retail",2010,06,30.192,KG,MWK,"Ministry of Agriculture"
"Malawi","Balaka","Maize","Retail",2010,07,30.192,KG,MWK,"Ministry of Agriculture"
"Malawi","Balaka","Maize","Retail",2010,08,33.56,KG,MWK,"Ministry of Agriculture"
"Malawi","Balaka","Maize","Retail",2010,09,,KG,MWK,""
"Malawi","Balaka","Maize","Retail",2010,10,35.815,KG,MWK,"Ministry of Agriculture"
"Malawi","Balaka","Maize","Retail",2010,11,36,KG,MWK,"Ministry of Agriculture"
"Malawi","Balaka","Maize","Retail",2010,12,,KG,MWK,""
"Malawi","Balaka","Maize","Retail",2011,01,32.96,KG,MWK,"Ministry of Agriculture"
"Malawi","Balaka","Maize","Retail",2011,02,33.21,KG,MWK,"Ministry of Agriculture"
"Malawi","Balaka","Maize","Retail",2011,03,,KG,MWK,""
"Malawi","Balaka","Maize","Retail",2011,04,34.225,KG,MWK,"Ministry of Agriculture"
"Malawi","Balaka","Maize","Retail",2011,05,32.27,KG,MWK,"Ministry of Agriculture"
"Malawi","Balaka","Maize","Retail",2011,06,32.9075,KG,MWK,"Ministry of Agriculture"
"Malawi","Balaka","Maize","Retail",2011,07,21.36,KG,MWK,"Ministry of Agriculture"
"Malawi","Balaka","Maize","Retail",2011,08,33.6367,KG,MWK,"Ministry of Agriculture"
"Malawi","Balaka","Maize","Retail",2011,09,34.985,KG,MWK,"Ministry of Agriculture"
"Malawi","Balaka","Maize","Retail",2011,10,36.76,KG,MWK,"Ministry of Agriculture"
"Malawi","Balaka","Maize","Retail",2011,11,38.15,KG,MWK,"Ministry of Agriculture"
"Malawi","Balaka","Maize","Retail",2011,12,50.49,KG,MWK,"Ministry of Agriculture"
"Malawi","Balaka","Maize","Retail",2012,01,64.625,KG,MWK,"Ministry of Agriculture"
"Malawi","Balaka","Maize","Retail",2012,02,69.37,KG,MWK,"Ministry of Agriculture"
"Malawi","Balaka","Maize","Retail",2012,03,70.2533,KG,MWK,"Ministry of Agriculture"
"Malawi","Balaka","Maize","Retail",2012,04,60.71,KG,MWK,"Ministry of Agriculture"
"Malawi","Balaka","Maize","Retail",2012,05,60.12,KG,MWK,"Ministry of Agriculture"
"Malawi","Balaka","Maize","Retail",2012,06,62.74,KG,MWK,"Ministry of Agriculture"
